0.478523 -1.433007
0.407494 0.710294
0.418582 0.110878
0.385695 -0.328870
0.497506 -1.118109
0.432207 0.652991
0.460968 0.287611
0.417360 -0.436080
0.509394 -0.920345
0.447244 0.621498
0.487156 0.399120
0.437221 -0.499352
0.516845 -0.796238
0.456393 0.604519
0.503333 0.469395
0.449676 -0.536562
0.521518 -0.718414
0.461958 0.595601
0.513321 0.513634
0.457485 -0.558358
0.524450 -0.669649
0.465342 0.591085
0.519487 0.541453
0.462380 -0.571070
0.526292 -0.639115
0.467399 0.588923
0.523292 0.558928
0.465448 -0.578445
0.527449 -0.620010
0.468650 0.587985
0.525640 0.569894
0.467370 -0.582701
0.528176 -0.608065
0.469411 0.587655
0.527087 0.576768
0.468573 -0.585139
0.528634 -0.600602
0.469873 0.587610
0.527980 0.581072
0.469327 -0.586526
0.528922 -0.595942
0.470153 0.587681
0.528530 0.583766
0.469799 -0.587307
0.529103 -0.593035
0.470324 0.587787
0.528869 0.585449
0.470095 -0.587742
0.529217 -0.591222
0.470428 0.587892
0.529078 0.586500
0.470280 -0.587981
0.529289 -0.590093
0.470491 0.587982
0.529206 0.587155
0.470395 -0.588110
0.529334 -0.589390
0.470529 0.588053
0.529285 0.587564
0.470468 -0.588177
0.529363 -0.588952
0.470552 0.588106
0.529334 0.587818
0.470513 -0.588212
0.529381 -0.588680
0.470566 0.588145
0.529364 0.587977
0.470541 -0.588229
0.529392 -0.588511
0.470575 0.588173
0.529382 0.588075
0.470559 -0.588236
0.529399 -0.588406
0.470580 0.588193
0.529394 0.588136
0.470570 -0.588239
0.529404 -0.588341
0.470583 0.588207
0.529401 0.588174
0.470577 -0.588239
0.529407 -0.588301
0.470585 0.588216
0.529405 0.588197
0.470581 -0.588239
0.529409 -0.588276
0.470586 0.588223
0.529408 0.588212
0.470584 -0.588238
0.529410 -0.588260
0.470587 0.588227
0.529409 0.588221
0.470585 -0.588238
0.529411 -0.588251
0.470588 0.588230
0.529410 0.588226
0.470587 -0.588237
0.529411 -0.588245
0.470588 0.588232
0.529411 0.588230
0.470587 -0.588237
